252881	173910
314690	190219
305317	176191
50671	172715
363972	180042
314198	189841
297893	173074
499443	180827
60384	177779
81662	171751
170699	173176
363160	175886
297453	183226
680111	172249
25083	184469
619346	180843
316539	173794
25363	174180
80848	179729
302973	178559
89812	175344
685232	3564970
64201	173414
293098	180740
295247	353452
64205	172943
25675	176047
361925	177325
25718	175410
361239	173418
315707	266817
361251	172890
287830	172611
316611	176490
297708	182937
502421	190665
684558	171696
689914	181571
288414	178259
297911	177679
288908	173244
363195	179677
502414	177845
361626	183942
361389	3565580
363172	172499
307842	172589
81830	171601
252934	176707
306586	178960
24377	178046
687105	173742
362100	172045
64154	181891
287427	6418789
117550	176179
114554	180770
315776	171736
691149	177497
29144	176390
315880	173986
362302	171694
293638	171821
314196	178733
305851	172984
678743	3565986
301261	177430
100361520	175070
301513	175669
29486	176559
29216	172520
292759	177200
296588	171737
314312	179395
295053	172369
301122	177120
294232	175117
366593	183479
292072	172232
64202	178997
306782	174473
305835	178959
29468	172433
315994	176914
361712	179612
361201	177378
316275	187288
306544	173906
288620	175819
684969	176793
259273	180933
362065	175020
309628	178185
287447	185802
311551	180607
641316	173510
293491	175512
497954	178194
308738	172432
301555	178547
361258	176806
362356	176466
288617	176684
116659	177440
360917	178184
297455	178303
294103	177893
361796	175948
116638	176291
363249	181944
192154	176224
114861	179459
155423	176446
302668	180780
296284	177685
291990	176841
309858	173278
500086	182970
299180	179091
362736	177486
297685	176321
171050	176158
301245	174528
366017	177403
362754	13216595
308061	187448
361613	181999
309557	173360
94273	179562
362316	171672
25513	172141
65271	172360
687575	178489
261730	172268
294260	178017
362281	172864
59267	182427
353304	172565
498411	171939
304542	176099
294673	180533
29231	173152
81754	178620
65278	172891
680782	176133
364838	171835
316012	176775
64551	173233
296134	179721
294709	174089
311450	179527
282634	184650
287645	175672
171494	173304
300983	176923
294292	259365
25019	176546
361527	179105
25183	178402
117955	172613
170920	179072
312855	181499
679890	177923
299507	178154
25696	174116
116470	176743
317256	173257
60431	172259
246185	185334
24624	180596
89823	176202
80773	172393
81732	171857
25484	172698
690137	175305
89827	174333
293118	176111
501563	180673
361663	179661
691517	173064
171150	171784
292022	174418
81718	180434
308576	177681
364675	176382
360678	180721
501539	174621
689890	176688
266713	173602
300741	176388
681361	176027
299198	172780
293702	191634
289159	177431
363023	179230
79215	180545
296086	183640
311446	179241
689161	174050
500573	173798
292019	172406
308909	181323
291705	177934
56084	177617
94174	172827
64001	181510
363059	177587
312562	177603
64158	184569
367307	175748
293453	176622
83720	175590
64516	180449
290659	176766
291450	175820
688393	175722
282584	178790
293526	172800
294335	176404
295541	174157
25592	3565243
81521	172174
361859	172999
65153	180448
681004	172662
311637	171918
304577	176633
688394	175607
362011	181626
311651	189474
313388	180988
27100	171611
364834	174208
24399	178130
292683	182490
312371	175917
100359916	172330
361771	178158
363544	177107
83506	182278
114766	174034
498709	171745
300974	175666
305606	179374
252859	183056
296709	176097
363140	174728
