231279	850996
56249	854309
217715	850998
433759	855386
20877	855892
50797	852740
235574	852709
68292	852862
20932	853201
110446	856079
331004	852066
11964	851342
11837	851052
27376	851063
14584	853757
19704	855104
19687	854392
69263	852383
52633	851065
56348	852456
102436	851098
234729	851102
53869	856753
434437	851582
14381	855480
13804	853222
229589	856608
21402	851928
27267	855474
114741	852665
58184	855428
13006	853371
71984	856402
66865	856419
12499	856669
107995	852762
224907	851117
71916	851121
11821	854986
225348	851125
14598	851006
114863	852244
12466	851768
57315	856815
28185	855602
212647	856432
66090	852231
231464	851212
54198	854539
219135	853574
68801	850400
67755	856462
227715	856466
76357	856467
78914	856473
72590	856474
108077	851114
66679	856844
228812	851181
52064	854930
26371	851860
19324	850505
26357	850369
13476	856140
72269	850946
235072	851024
80915	854844
27681	856105
229593	851978
14375	855328
14567	856876
70396	854877
268756	854888
18416	853357
75608	850712
66427	855612
74117	853528
80283	854816
12572	851450
13680	854211
26378	855518
192662	851420
17420	852071
110119	856720
320951	855552
73736	851939
109093	851942
56535	851929
14227	852131
12632	850676
67456	854935
230233	851100
83945	850530
57436	852200
380701	856427
22365	852785
74254	853535
20018	855609
55993	850545
66902	850704
14299	851979
228875	854970
22256	854987
72199	854678
12034	853146
94062	853135
192156	855779
71711	851994
97243	856404
22213	855036
20479	856303
53334	856354
19155	853699
320209	856099
26425	852789
57295	852019
12036	856615
12995	854227
216443	853181
63959	851211
212508	855122
276846	852044
11848	856294
74150	854990
68133	851254
209584	852832
74781	850577
140499	856837
69694	852225
27407	856758
67920	851208
217734	851210
74164	855708
66682	852083
76959	852097
68537	854321
20224	855883
67619	854221
227541	850568
66144	852903
110639	856375
100210	854436
20926	853011
100683	856499
215335	853710
50769	851207
14694	855143
12649	852577
17218	850980
69716	852484
17918	854504
66966	854448
68833	854456
234967	855622
212933	853267
320106	856645
246221	854425
53328	855933
66411	855574
20624	853681
21351	851068
18786	853667
55989	854487
215951	856658
73834	856659
68165	855824
72399	856376
56384	856243
20019	854519
170759	856681
320150	851857
56794	856694
58246	856714
27364	853662
230027	854057
11758	852215
383766	855905
269470	850820
327942	855324
50771	854763
66254	855862
27406	850561
218811	856498
107182	856023
18002	851717
17527	850953
270192	850966
73078	850860
11757	852064
69597	856737
12345	854777
12568	856076
217207	856732
380836	854511
73046	856048
74320	855399
15469	852322
67155	854680
14544	851360
11306	855347
66248	855874
213895	855884
100929	855894
68393	854419
56717	853632
20867	854192
15925	851105
94041	854847
66964	855337
77987	853187
66821	851981
272551	853373
107045	855943
666468	855498
59007	856009
56307	852187
12359	851843
386649	852222
14885	855981
110750	852612
226539	856000
70120	856007
19045	856870
107652	851455
65114	853287
71780	853288
110842	856112
328162	853317
79464	854371
228410	855083
59022	854474
20826	856687
21343	852766
67832	854078
20775	853086
14151	854347
14194	855866
320806	853342
20911	851742
66156	851554
53421	851095
14678	856394
209131	853416
67073	853345
72338	855695
70325	853354
14430	852306
74185	856705
226414	850643
18817	855013
50911	851874
110826	853121
14528	853183
72198	853397
74596	852317
12648	856911
13204	852757
245474	850872
103199	855392
108124	852230
68904	855396
110196	853272
56389	850713
20924	854999
104174	855227
14751	852495
12041	854769
14854	854108
17688	851671
66978	851471
100088	852782
13478	852545
116905	854703
227683	851785
21841	855716
217365	852468
217038	854376
76890	853464
67556	853470
68184	853471
18746	851193
56369	853481
15288	851322
77305	853851
13001	854204
67728	853643
13495	853083
11984	856686
72151	855426
20916	853159
14272	853849
21982	852485
21915	853520
12465	853527
106344	853531
54614	853857
353172	852418
14376	852530
83704	852537
102115	853534
18618	853536
26413	852931
667250	852295
74196	855403
209354	853896
78244	855495
68991	855499
102580	855502
14450	852617
69692	852544
66226	852556
66617	852564
57170	852924
20918	855477
257635	850295
57296	850613
83766	853364
14113	851548
67045	855514
66419	855536
16881	851391
108853	852734
68017	852741
20397	851888
68636	855553
69957	853846
66361	855567
19326	852662
67842	853445
14718	850714
224092	852779
103135	852786
27414	851213
66094	855575
98956	855591
14923	852065
382051	854257
18041	850343
74451	850352
67830	850354
66583	855489
19230	852971
64383	856092
28114	852257
13207	855611
15115	856145
57784	850367
231293	850376
56447	856097
18747	855898
56737	852815
56361	855889
98417	852826
114896	855114
14791	850883
71336	850402
320655	850411
66138	850414
232078	850420
70160	851135
22791	853202
23874	850749
11465	850504
320938	854331
26426	854814
12566	852457
21855	853298
19385	851565
64340	853961
16210	850423
217011	850435
55951	852800
235459	853807
18194	852883
68043	852884
68089	853856
56378	851085
66628	852908
66494	850890
21856	854790
20773	851634
235461	852798
66403	853327
68738	850846
214952	851249
319554	855986
67979	852915
68758	852919
66713	851532
229317	852945
20334	856311
18551	855483
17216	852258
72171	854702
15526	853503
53317	855952
233726	853596
104303	852462
67283	852988
64934	852995
55936	852241
21672	854980
18971	851456
18975	854508
20021	854791
66420	852451
67710	852013
69981	855784
67134	850894
74244	856576
69724	855652
66491	854385
18045	852260
12035	853613
217431	853048
56445	855661
27103	851877
15926	851493
75914	852618
56443	852536
12974	850361
229487	852198
30963	853348
23790	851148
66385	853641
56420	851647
268656	855342
14198	851899
211673	851748
72535	854556
26451	852775
216825	855263
18108	850892
434434	850764
12468	853333
12464	851412
12461	854664
68044	856910
53319	855934
56550	852376
18391	855242
19352	856306
21400	852839
52892	852325
226977	856530
50505	856085
54364	856459
107686	850981
13664	855302
23939	856425
20042	854551
105504	850863
67239	853956
15201	850599
108143	855276
19387	855275
234374	856574
71883	855778
72674	854160
60409	851833
18519	853167
22327	852969
93761	854480
234734	854513
26440	855362
19166	854882
19167	854544
26441	853036
26442	853168
26443	852873
73677	854119
19170	852239
26445	856731
26446	856830
170750	850630
54342	850529
11637	851812
57869	855995
19172	850611
19175	853456
19177	854328
19179	851557
384071	853739
19181	853712
19182	854284
19184	852834
103573	853133
223499	850649
79196	853872
66711	850709
22070	853809
56442	851682
70620	852793
319481	851706
52705	850298
237542	856389
12785	855466
22275	851617
104444	850748
28030	850758
76408	851713
19378	856044
105675	851733
67422	852287
11564	851073
17025	852842
218832	854283
11656	851818
67417	854124
103136	850893
