117287	2541772
305317	2542529
361107	2543563
84005	2543035
297893	2540368
114592	3361036
60384	2540050
170699	2540383
363160	2540190
619346	2539516
25014	2540616
57300	2543023
363115	2542747
685232	2541660
65081	2539880
64205	2538893
25675	2538999
360518	2539622
502421	2539011
684558	2542327
89809	2540426
288414	2540215
502414	2540892
117556	2543660
288174	2542673
84013	2543099
363172	2543476
307842	2540489
81830	2542219
306586	2543195
24377	2543200
362100	2542291
287427	2543335
310664	2541853
287280	2540917
293638	2542721
305851	2541355
301513	2542094
29486	2543010
292759	2541567
296588	2540713
314312	2541834
64515	2543222
301122	2541573
294232	2540707
366593	2538996
292072	2542022
688637	2539299
361201	2542579
306544	2543658
288620	2541128
309628	2543484
304017	2543304
641316	2540387
293491	2543316
315820	2540560
362356	2542393
360917	2538913
684097	2541210
305935	2542522
192154	2543336
171400	2542505
297685	2543571
366017	2541813
362754	3361429
353255	2539475
361613	2541371
687575	2542482
294260	2538841
362281	2539741
353304	3361539
498411	2541746
304542	2539510
81754	2539784
63836	2542805
364838	2539171
64551	2543516
362769	2541830
287645	2541147
171494	2539311
310669	3361544
25019	2539090
25183	2541727
299507	2540867
60671	2543430
116470	2539377
691966	2540326
25611	2543593
679886	2542922
80773	2538772
81732	2543233
297432	2542872
171150	2540471
292022	2539975
308576	2542032
360678	2543214
266713	2540684
300741	2540428
292082	2542197
691688	3361330
499505	2543392
299198	2540218
297969	2540548
366624	2541738
140934	2541017
360481	2539501
689161	2541386
292019	2543278
102551085	2542007
316640	2542182
367307	2542643
64516	2541485
688393	2540123
361859	2541168
65153	2542523
311637	2541816
363494	2543243
304577	2538855
171124	2541536
114766	2538888
300974	2543386
296709	2539308
81726	2541430
293678	2539004
100125370	2543649
289482	2542765
294331	2541252
498295	2541370
360834	2542054
50558	2540648
296849	2543651
316767	2543118
287042	2543416
170818	2542982
64203	2540831
245976	2540753
116549	2541972
299851	2540052
100910751	2540442
83536	2542769
303277	2542284
307081	2540111
288993	2540974
303272	2540916
171133	2541294
499731	2542730
288498	2542180
298689	2541642
306526	2541944
688673	2543657
313166	2538928
363858	2540014
362031	2541499
297995	2538774
299938	2540088
361842	2540439
291996	2541448
116664	2540982
171145	2543622
362614	2542899
303281	2541605
