176191	833987
173074	829969
183226	832673
172249	820408
3564970	844228
173414	832096
180324	819375
177325	838425
172611	829427
171696	834747
178259	832836
177679	825469
177845	817622
183942	827501
3565580	816345
172499	825755
172589	814698
178960	837733
6418789	841539
177497	819717
171821	817673
172984	826665
175070	820266
175669	821628
176559	817259
177200	837734
177120	830044
172232	839636
176793	820385
178185	820218
175512	820293
172432	815823
176291	817515
179459	817336
176841	831071
179091	821689
176321	836220
177403	839521
13216595	824778
181999	826596
179562	815080
178017	823849
172864	844406
176099	835835
180533	824692
178620	837023
174089	819408
175672	828812
176546	838268
178154	5007865
185334	836857
172393	834939
176111	836705
174333	830990
171784	842993
174418	824477
180721	819979
174621	818453
176027	827373
172780	819231
177431	817731
179230	816525
174050	815112
181510	835438
177587	817851
175748	844104
172896	839944
180449	844050
175820	841849
175722	828268
174157	827450
172999	837599
171918	837159
176633	821394
180988	827328
174208	830853
178130	830635
178158	820088
179374	826717
175666	821011
179010	821573
189590	817306
187885	844359
176044	819128
177528	829446
178981	823991
176226	819826
176457	844328
173638	839378
172868	835169
172345	815840
171970	832986
172978	816837
190078	832824
184284	842969
172037	836895
172075	829346
178050	824540
179246	829174
171792	839238
178055	837279
178066	837297
179233	836090
176771	836200
175903	838937
177503	836042
175902	837555
190338	835915
190979	834960
172479	844199
179260	836119
178287	829337
177147	835017
174596	828221
174572	820934
174138	3770677
176335	815177
175027	817423
175032	823736
175552	815415
172278	817241
175725	817322
178616	820375
186176	820184
172033	815007
176103	829145
177202	837776
172594	817230
179228	815566
176338	825042
176000	819579
180327	830574
176999	837079
173917	817141
175015	824935
178070	832428
174758	831604
181109	832157
179543	821629
178403	817642
176837	841231
174245	843062
174038	821708
181317	828631
183993	819355
175873	842763
178174	828005
3564939	822053
177725	821084
174364	830503
179686	836318
174673	843509
174308	834067
173920	822264
177238	825490
178191	818077
178822	818546
178851	837182
173779	819831
186134	821519
173006	831661
173767	837505
178583	831690
190256	836235
175442	819626
185146	820432
175538	837489
173354	843880
3565124	829518
177237	821282
175429	816555
175821	833618
174000	843918
172535	841516
173142	831312
175561	837541
3564813	830740
174378	836215
174380	838354
178735	833729
180918	837757
186662	829019
174803	829597
178407	844208
175064	838886
174999	818540
174842	820738
179394	819661
171711	841235
259584	841312
185438	829183
190940	827515
177841	838362
172803	823558
180262	816172
176028	832050
185044	843840
171800	834363
174768	824347
177824	842269
3565046	828784
172392	832394
176504	824882
186851	834502
183433	817335
175675	816475
179611	822024
178022	833980
178281	841237
175415	821310
173227	834283
174493	832797
171914	828147
179959	836431
175475	836323
182929	820292
180040	817217
171966	814897
179163	817066
174736	832274
176556	831063
181218	835466
172726	835494
171738	817221
177561	836756
180692	830008
176131	844083
181280	816561
176840	825107
179946	834026
175368	833627
174381	835762
179524	821412
174553	836063
175588	839066
179526	822200
175724	827006
184918	831557
176874	838646
175474	824128
175703	839866
176996	831369
3565578	824987
177526	842458
175545	818982
188472	843718
174633	838261
180935	837515
172382	825302
185809	816914
173855	10723124
180478	844389
172563	828485
171590	834472
173766	824268
175840	832184
174289	842876
266853	835585
171691	824250
174786	842760
3565947	818142
173322	824290
181917	829701
172945	838234
191290	817136
177294	825466
192052	837962
179419	838344
181859	839691
181726	831024
189829	818468
172747	817702
171723	836254
177988	814913
172979	836701
171887	819066
176532	833880
171946	821601
175597	825752
177978	820930
173394	831092
191627	818186
185213	832113
173912	844216
171782	818768
180047	834945
175269	831309
176488	824867
179240	824659
174781	838287
175671	835833
175530	843048
174351	843587
173383	828590
190786	843540
173601	836381
190608	841586
176409	831141
173439	835359
259500	832131
176682	828546
172320	837299
176524	825016
175650	3770404
176697	842338
175709	823578
172802	835935
172639	837506
171836	823917
179440	822317
177473	828587
175247	839965
174606	843652
177003	835240
180317	816701
182050	839362
174841	841056
175608	843766
178147	817820
178873	829947
173158	839152
3565075	837088
172146	842312
174375	817014
174634	823766
176072	831303
171957	827120
179652	836517
177673	832272
171877	836036
178005	834630
266861	817048
178487	824758
171763	837690
175907	841251
172363	814568
176003	816187
177538	824866
174843	829443
177775	842905
181131	824831
176437	819042
176285	829549
174266	832088
174310	814702
173389	829800
175637	829004
174268	836801
178670	820356
174330	821346
174421	832213
174394	818455
173763	820046
176230	833940
179598	844055
173293	818099
172321	824061
176653	841357
178536	827529
177181	819371
259414	817570
180749	831246
177562	831112
171892	821942
176200	819970
175308	827579
176631	836513
186756	838197
175969	828466
172959	824896
185357	831680
3565589	820392
173141	835011
173310	819334
171985	841442
174571	817244
172139	821774
176161	825253
175900	839081
180344	827841
188513	830912
266823	817690
179641	841812
180343	824282
173778	828962
175218	840982
176422	821170
179115	830741
182043	827783
173524	831028
179411	817238
177251	827104
266904	816264
180550	836275
177491	836126
176860	836526
180881	834214
174839	820255
181121	823888
175466	820104
172110	835429
174288	823150
177530	834724
179388	832293
175557	827155
175940	830383
177875	816257
175469	819346
3565440	832102
179103	832453
175190	839557
175500	833655
191632	816354
3565408	829586
182392	833834
176770	842650
176995	830871
175071	843900
176301	816715
174480	844091
179473	827690
175088	830270
174737	829307
172509	820199
175600	819671
180950	843947
174696	830752
172727	827358
188966	818979
176313	839644
175841	829791
3565273	821924
176649	826891
177128	819132
175079	816509
180371	822117
266822	840953
177442	820003
172195	831186
176908	827386
179789	818668
13217012	821596
179618	818597
175863	832804
173432	829643
178285	842393
174423	843741
172986	829556
177540	817768
176341	824378
173575	820545
176410	838077
172620	820638
172457	839639
174534	820521
174991	844282
176680	843514
179748	824619
174647	840918
177046	822195
178658	825905
181638	820118
176609	837958
178831	828153
186828	827036
178178	814880
178207	842682
176032	818610
180713	834706
184091	841199
177568	817020
185707	816310
176375	817294
174318	821544
172664	841810
179850	828130
185872	823654
178290	835228
174598	816337
175767	834550
175882	838597
175189	844381
173225	823585
184972	816180
177795	839670
175842	830484
180437	831906
176928	819549
175719	817126
171917	832721
180531	841473
178044	818655
176966	838050
172743	842058
187149	830529
173581	832705
174409	828179
175556	820458
3565441	827107
176100	844107
171897	819638
174594	832378
178874	844256
176563	830106
173927	818088
172966	832744
6418689	830935
174518	839146
185709	816315
176733	827661
175915	832736
173867	836594
179779	829461
177456	843972
172208	827863
180231	819617
175818	817938
176497	827359
177607	835604
175540	839024
175246	840026
175822	836138
185814	843160
179942	818377
177680	819269
172882	818042
179948	818318
171735	831594
181150	827218
172028	827257
177925	834220
172420	831431
174809	837406
